"year","areaTotal_ha","areaZone_ha","zone"
1976,4437.91444346,4437.914443468,"G3"
1976,175.089838942,175.0898389417,"G8"
1976,89.0479821015,89.0479821017,"G8"
1976,169.821413813,169.821413813,"G8"
1976,98.2075982415,98.2075982416,"G8"
1976,1124.48422371,1124.484223706,"G4"
1976,107.296550605,107.296550605,"G4"
1976,1381.32293595,756.272105805,"G1"
1976,2563.73463714,2014.24744651182,"G1"
1976,337.260255516,196.02374117527,"G1"
1976,2464.19330243,2464.19330242832,"G1"
1976,863.49325963,863.493259629,"G4"
1976,666.189593867,666.1895938673,"G5"
1976,3298.62634128,3298.62634127821,"G5"
1976,87.198155811,87.1981558109,"G5"
1976,13781.3222897,13781.3222896557,"G5"
1976,755.30271165,755.30271165,"G5"
1976,2174.27553911,2174.27553911,"G5"
1976,18401.992884,18401.992883996,"G5"
1976,1059.91778786,1059.91778786,"G5"
1976,54609.6519714,50954.1164134429,"G5"
1976,26575.3115778,22877.9987581625,"G6"
1976,1020.09165256,1020.09165256,"G9"
1976,27897.2465467,27897.2465393414,"G5"
1976,2059.03150763,2059.03150763,"G6"
1976,711.981135334,711.9811353348,"G6"
1976,4452.57293935,4452.57293935,"G6"
1976,2565.80648745,2565.806487453,"G3"
1976,4818.95085997,4818.950859973,"G5"
1976,3200.18196461,3200.18196461,"G7"
1976,55.1728239362,55.17282393638,"G4"
1976,3039.26067455,3039.260674543,"G10"
1976,1243.91097391,1243.91097391,"G6"
1976,197.186800384,197.186800384,"G8"
1976,5036.08805894,5027.190486723,"G4"
1976,1320.86899963,1320.86899962489,"G8"
1976,2507.75526515,2340.34521286,"G7"
1976,22348.6815743,22348.681574328,"G8"
1976,289.726681596,213.657377066,"G6"
1976,1388.71694123,1388.71694123,"G8"
1976,4199.01384098,1035.78517615,"G6"
1977,793.305352198,793.305352199,"G5"
1977,1050.52979119,1050.52979119,"G9"
1977,140.080771916,140.080771916,"G10"
1977,312.44459499,312.4445949907,"G5"
1977,943.936491367,943.936491367,"G4"
1977,16413.4308333,13025.9902671038,"G3"
1977,63.3299136308,63.3299136307,"G4"
1978,103.697406255,103.697406255,"G8"
1978,322.463797868,322.463797868,"G4"
1978,919.588175063,919.588175063,"G1"
1978,69.6035945225,69.6035945226125,"G6"
1979,1783.29270198,1602.365644048,"G9"
1979,393.20846864,393.20846864092,"G6"
1979,102.434604731,102.434604731,"G10"
1979,904.493279033,904.4932790342,"G1"
1979,117.31968385,117.3196838505,"G4"
1979,41.1972556923,41.1972556924,"G5"
1979,30.3638949159,30.3638949158,"G1"
1980,74.9626925512,74.9626925514,"G9"
1980,237.827488068,200.775460867,"G10"
1980,1309.93915715,1309.93915715204,"G6"
1980,783.8872531,783.887253101,"G8"
1980,443.514852966,443.5148529662,"G5"
1980,688.313996032,688.313996031,"G8"
1980,123.462423442,123.462423443,"G8"
1980,486.535064313,486.535064312,"G4"
1980,4764.76002397,4191.7000411825,"G4"
1980,258.252204407,258.252204407,"G8"
1980,77.4869954403,77.4869954403,"G4"
1980,247.710342711,247.7103427121,"G3"
1980,1417.14380393,1417.143803933,"G4"
1980,42.6886492598,42.68864925983,"G5"
1980,7371.78864958,7371.78864958,"G8"
1981,2107.77097073,1856.800078408,"G1"
1981,58.9702571199,58.9702571197,"G8"
1981,44568.2410641,44525.3186727899,"G4"
1981,187.145726895,187.14572689403,"G3"
1981,345.854692991,345.8546929902,"G3"
1981,10618.7863068,10567.1127585,"G7"
1981,10556.0312535,10556.0312535068,"G3"
1981,6609.39991809,6609.399918086,"G1"
1981,18149.2720845,18149.2720845054,"G1"
1981,877.748625208,877.7486252081,"G3"
1981,189.887317994,189.8873179936,"G4"
1981,172.908413742,172.908413742,"G8"
1981,24475.0509498,23713.5652933967,"G3"
1981,252.305571288,252.30557128764,"G4"
1981,14664.9424114,12946.7829566218,"G4"
1981,167.752743569,167.7527435693,"G7"
1981,5265.78824865,4773.14564297,"G1"
1981,841.38519366,816.860741464,"G8"
1981,14854.7808834,14854.7808833465,"G7"
1982,202.458692285,195.712014898,"G10"
1982,374.629155928,374.62915592646,"G5"
1982,227.241080007,227.241080008,"G5"
1982,121.942382326,121.942382326,"G8"
1982,64.9049664728,64.9049664728,"G5"
1982,102.495184357,102.495184358,"G6"
1982,1703.57282332,1146.6332717888,"G3"
1982,147.013205029,147.013205029,"G5"
1982,124.817680918,124.817680918,"G5"
1982,112.362883834,112.362883834,"G5"
1982,270.661502034,270.661502034,"G5"
1982,90.2285936702,90.2285936699,"G8"
1982,1979.32766858,1979.3276685759,"G3"
1982,565.719094523,387.9872067884,"G3"
1982,392.045662336,392.0456623369,"G3"
1982,1692.21345226,1692.213452264,"G3"
1982,1266.99941692,1025.15668614,"G3"
1982,39.5524835161,39.5524835161,"G5"
1982,18.4010958096,18.4010958096,"G6"
1982,282.552054676,162.563619399,"G6"
1983,22640.0919123,17981.9907486,"G6"
1983,266.731583773,266.731583773,"G4"
1983,140.371188552,140.371188553,"G8"
1983,187.266824405,187.266824405,"G6"
1983,227.635420986,227.635420986,"G6"
1983,202.125392102,202.125392102,"G3"
1983,44767.9928062,26805.1278982092,"G5"
1983,318.79377191,318.79377191,"G8"
1983,133.936895055,133.9368950548,"G3"
1983,266.157589733,141.532108676,"G3"
1983,50.1145614801,50.1145614799769,"G2"
1983,262.294051937,262.2940519373,"G3"
1983,245.152582632,245.152582631783,"G3"
1983,249.307189002,249.30718900178,"G4"
1983,68433.0515867,43775.3308939369,"G3"
1983,336.510195621,307.239039196219,"G3"
1983,27180.8424006,14283.094758424,"G4"
1983,173.239357082,173.2393570813,"G4"
1983,17031.361683,15649.6859712976,"G3"
1983,262.493059727,262.493059726,"G7"
1983,2132.49567467,2132.495674664,"G7"
1983,11815.7542521,10664.5040987541,"G1"
1983,36836.7593659,35191.1503498767,"G3"
1983,2396.91846188,2371.60437543,"G1"
1983,2130.66138177,2130.66138177,"G8"
1983,39803.5652061,37952.2372616671,"G4"
1983,16173.5857708,16173.5857707973,"G1"
1983,17067.1070924,13432.766390771,"G1"
1983,40687.4149164,40083.457162145,"G4"
1983,753.146611956,753.14661195756,"G3"
1983,301.999596407,300.665899436,"G1"
1983,76240.868451,45363.5624792564,"G1"
1983,9724.85225748,9724.85225748724,"G4"
1983,318.31465999,318.31465999052,"G4"
1983,36887.0857563,36887.0857562531,"G4"
1983,14721.5832152,13491.8352062874,"G1"
1983,1565.57272384,1565.57272383642,"G3"
1983,104.830128719,104.830128719033,"G1"
1983,73.2363668135,73.2363643308402,"G1"
1983,499.002632713,318.327023751342,"G1"
1983,19430.3409453,15153.9482544052,"G1"
1983,12.4565713175,12.45657131737,"G4"
1983,3958.71981607,3934.65521387928,"G4"
1983,467.553726474,467.55372647387,"G4"
1983,2529.07622673,2082.801843501,"G4"
1983,3792.36363873,3792.36363873,"G4"
1983,46.6119819089,46.6119819088,"G4"
1983,1706.99946399,1706.99946399,"G5"
1983,29436.4894684,29434.2926674863,"G3"
1983,83638.8316343,83638.8316006798,"G3"
1983,2139.09659794,2139.09659794375,"G4"
1983,4975.68035574,4975.68035574,"G4"
1983,1042.7640803,1042.18626932,"G7"
1983,597.730410609,597.7304106096,"G4"
1983,69.1527927565,69.1527927565,"G4"
1983,19436.2870591,18180.9570477876,"G4"
1983,70783.6484664,49865.82877668,"G6"
1984,119.036317266,119.036317265,"G8"
1984,84.11124361,84.1112436102,"G8"
1984,128.503435933,128.503435933,"G5"
1984,1247.20921087,957.5333989692,"G5"
1985,2368.06000087,2121.64357083,"G4"
1985,78.6576567347,78.6576567345,"G3"
1985,161.070899869,161.070899869,"G5"
1985,570.292243301,570.292243302,"G3"
1985,48650.791139,48650.7911389974,"G3"
1985,1346.96812495,1346.9681249488,"G5"
1985,5765.70260624,4571.125146822,"G2"
1985,4385.03729883,4385.0372988262,"G2"
1985,5103.71627928,5103.71627928,"G5"
1985,1016.11658548,1016.11658548,"G5"
1986,868.283613038,719.381492503,"G6"
1986,239.054458906,239.054458906,"G9"
1986,134.47975566,134.479755661,"G5"
1986,1058.49925675,1058.499256751,"G5"
1986,197.95225911,197.95225911,"G5"
1986,174.250946287,174.250946287,"G8"
1986,118.809796647,118.809796647,"G5"
1986,6341.49407263,6341.4940726324,"G3"
1986,157.436862406,104.427123909,"G8"
1986,288.96024586,288.9602458591,"G1"
1986,29.4914676771,29.4914676773,"G8"
1986,307.651561688,307.651561688,"G5"
