"simID","fireScenario","mgmtScenario","replicate","year","coverType","regenFailure30","area_ha"
"02","Baseline","Traditional Clearcutting",0,0,"EN",0.191,629025
"02","Baseline","Traditional Clearcutting",0,0,"PG",0.045,217925
"02","Baseline","Traditional Clearcutting",0,1,"EN",0.197,629025
"02","Baseline","Traditional Clearcutting",0,1,"PG",0.045,217925
"02","Baseline","Traditional Clearcutting",0,2,"EN",0.197,629025
"02","Baseline","Traditional Clearcutting",0,2,"PG",0.045,217925
"02","Baseline","Traditional Clearcutting",0,3,"EN",0.202,629025
"02","Baseline","Traditional Clearcutting",0,3,"PG",0.045,217925
"02","Baseline","Traditional Clearcutting",0,4,"EN",0.242,629025
"02","Baseline","Traditional Clearcutting",0,4,"PG",0.047,217925
"02","Baseline","Traditional Clearcutting",0,5,"EN",0.245,629025
"02","Baseline","Traditional Clearcutting",0,5,"PG",0.046,217925
"02","Baseline","Traditional Clearcutting",0,6,"EN",0.245,629025
"02","Baseline","Traditional Clearcutting",0,6,"PG",0.046,217925
"02","Baseline","Traditional Clearcutting",0,7,"EN",0.242,629025
"02","Baseline","Traditional Clearcutting",0,7,"PG",0.046,217925
"02","Baseline","Traditional Clearcutting",0,8,"EN",0.239,629025
"02","Baseline","Traditional Clearcutting",0,8,"PG",0.046,217925
"02","Baseline","Traditional Clearcutting",0,9,"EN",0.235,629025
"02","Baseline","Traditional Clearcutting",0,9,"PG",0.046,217925
"02","Baseline","Traditional Clearcutting",0,10,"EN",0.233,629025
"02","Baseline","Traditional Clearcutting",0,10,"PG",0.046,217925
"02","Baseline","Traditional Clearcutting",0,11,"EN",0.23,629025
"02","Baseline","Traditional Clearcutting",0,11,"PG",0.046,217925
"02","Baseline","Traditional Clearcutting",0,12,"EN",0.23,629025
"02","Baseline","Traditional Clearcutting",0,12,"PG",0.046,217925
"02","Baseline","Traditional Clearcutting",0,13,"EN",0.232,629025
"02","Baseline","Traditional Clearcutting",0,13,"PG",0.046,217925
"02","Baseline","Traditional Clearcutting",0,14,"EN",0.232,629025
"02","Baseline","Traditional Clearcutting",0,14,"PG",0.046,217925
"02","Baseline","Traditional Clearcutting",0,15,"EN",0.236,629025
"02","Baseline","Traditional Clearcutting",0,15,"PG",0.047,217925
"02","Baseline","Traditional Clearcutting",0,16,"EN",0.235,629025
"02","Baseline","Traditional Clearcutting",0,16,"PG",0.048,217925
"02","Baseline","Traditional Clearcutting",0,17,"EN",0.233,629025
"02","Baseline","Traditional Clearcutting",0,17,"PG",0.048,217925
"02","Baseline","Traditional Clearcutting",0,18,"EN",0.233,629025
"02","Baseline","Traditional Clearcutting",0,18,"PG",0.047,217925
"02","Baseline","Traditional Clearcutting",0,19,"EN",0.234,629025
"02","Baseline","Traditional Clearcutting",0,19,"PG",0.048,217925
"02","Baseline","Traditional Clearcutting",0,20,"EN",0.238,629025
"02","Baseline","Traditional Clearcutting",0,20,"PG",0.047,217925
"02","Baseline","Traditional Clearcutting",0,21,"EN",0.236,629025
"02","Baseline","Traditional Clearcutting",0,21,"PG",0.047,217925
"02","Baseline","Traditional Clearcutting",0,22,"EN",0.236,629025
"02","Baseline","Traditional Clearcutting",0,22,"PG",0.048,217925
"02","Baseline","Traditional Clearcutting",0,23,"EN",0.234,629025
"02","Baseline","Traditional Clearcutting",0,23,"PG",0.048,217925
"02","Baseline","Traditional Clearcutting",0,24,"EN",0.236,629025
"02","Baseline","Traditional Clearcutting",0,24,"PG",0.048,217925
"02","Baseline","Traditional Clearcutting",0,25,"EN",0.235,629025
"02","Baseline","Traditional Clearcutting",0,25,"PG",0.047,217925
"02","Baseline","Traditional Clearcutting",0,26,"EN",0.241,629025
"02","Baseline","Traditional Clearcutting",0,26,"PG",0.047,217925
"02","Baseline","Traditional Clearcutting",0,27,"EN",0.24,629025
"02","Baseline","Traditional Clearcutting",0,27,"PG",0.047,217925
"02","Baseline","Traditional Clearcutting",0,28,"EN",0.239,629025
"02","Baseline","Traditional Clearcutting",0,28,"PG",0.048,217925
"02","Baseline","Traditional Clearcutting",0,29,"EN",0.234,629025
"02","Baseline","Traditional Clearcutting",0,29,"PG",0.047,217925
"02","Baseline","Traditional Clearcutting",0,30,"EN",0.232,629025
"02","Baseline","Traditional Clearcutting",0,30,"PG",0.047,217925
"02","Baseline","Traditional Clearcutting",0,31,"EN",0.235,629025
"02","Baseline","Traditional Clearcutting",0,31,"PG",0.048,217925
"02","Baseline","Traditional Clearcutting",0,32,"EN",0.233,629025
"02","Baseline","Traditional Clearcutting",0,32,"PG",0.048,217925
"02","Baseline","Traditional Clearcutting",0,33,"EN",0.234,629025
"02","Baseline","Traditional Clearcutting",0,33,"PG",0.048,217925
"02","Baseline","Traditional Clearcutting",0,34,"EN",0.232,629025
"02","Baseline","Traditional Clearcutting",0,34,"PG",0.048,217925
"02","Baseline","Traditional Clearcutting",0,35,"EN",0.23,629025
"02","Baseline","Traditional Clearcutting",0,35,"PG",0.048,217925
"02","Baseline","Traditional Clearcutting",0,36,"EN",0.23,629025
"02","Baseline","Traditional Clearcutting",0,36,"PG",0.048,217925
"02","Baseline","Traditional Clearcutting",0,37,"EN",0.231,629025
"02","Baseline","Traditional Clearcutting",0,37,"PG",0.052,217925
"02","Baseline","Traditional Clearcutting",0,38,"EN",0.232,629025
"02","Baseline","Traditional Clearcutting",0,38,"PG",0.053,217925
"02","Baseline","Traditional Clearcutting",0,39,"EN",0.231,629025
"02","Baseline","Traditional Clearcutting",0,39,"PG",0.053,217925
"02","Baseline","Traditional Clearcutting",0,40,"EN",0.236,629025
"02","Baseline","Traditional Clearcutting",0,40,"PG",0.052,217925
"02","Baseline","Traditional Clearcutting",0,41,"EN",0.236,629025
"02","Baseline","Traditional Clearcutting",0,41,"PG",0.052,217925
"02","Baseline","Traditional Clearcutting",0,42,"EN",0.234,629025
"02","Baseline","Traditional Clearcutting",0,42,"PG",0.052,217925
"02","Baseline","Traditional Clearcutting",0,43,"EN",0.236,629025
"02","Baseline","Traditional Clearcutting",0,43,"PG",0.052,217925
"02","Baseline","Traditional Clearcutting",0,44,"EN",0.238,629025
"02","Baseline","Traditional Clearcutting",0,44,"PG",0.052,217925
"02","Baseline","Traditional Clearcutting",0,45,"EN",0.237,629025
"02","Baseline","Traditional Clearcutting",0,45,"PG",0.052,217925
"02","Baseline","Traditional Clearcutting",0,46,"EN",0.234,629025
"02","Baseline","Traditional Clearcutting",0,46,"PG",0.052,217925
"02","Baseline","Traditional Clearcutting",0,47,"EN",0.231,629025
"02","Baseline","Traditional Clearcutting",0,47,"PG",0.052,217925
"02","Baseline","Traditional Clearcutting",0,48,"EN",0.233,629025
"02","Baseline","Traditional Clearcutting",0,48,"PG",0.052,217925
"02","Baseline","Traditional Clearcutting",0,49,"EN",0.229,629025
"02","Baseline","Traditional Clearcutting",0,49,"PG",0.051,217925
"02","Baseline","Traditional Clearcutting",0,50,"EN",0.231,629025
"02","Baseline","Traditional Clearcutting",0,50,"PG",0.052,217925
"02","Baseline","Traditional Clearcutting",0,51,"EN",0.234,629025
"02","Baseline","Traditional Clearcutting",0,51,"PG",0.052,217925
"02","Baseline","Traditional Clearcutting",0,52,"EN",0.236,629025
"02","Baseline","Traditional Clearcutting",0,52,"PG",0.052,217925
"02","Baseline","Traditional Clearcutting",0,53,"EN",0.242,629025
"02","Baseline","Traditional Clearcutting",0,53,"PG",0.053,217925
"02","Baseline","Traditional Clearcutting",0,54,"EN",0.239,629025
"02","Baseline","Traditional Clearcutting",0,54,"PG",0.053,217925
"02","Baseline","Traditional Clearcutting",0,55,"EN",0.259,629025
"02","Baseline","Traditional Clearcutting",0,55,"PG",0.055,217925
"02","Baseline","Traditional Clearcutting",0,56,"EN",0.256,629025
"02","Baseline","Traditional Clearcutting",0,56,"PG",0.055,217925
"02","Baseline","Traditional Clearcutting",0,57,"EN",0.252,629025
"02","Baseline","Traditional Clearcutting",0,57,"PG",0.054,217925
"02","Baseline","Traditional Clearcutting",0,58,"EN",0.25,629025
"02","Baseline","Traditional Clearcutting",0,58,"PG",0.054,217925
"02","Baseline","Traditional Clearcutting",0,59,"EN",0.256,629025
"02","Baseline","Traditional Clearcutting",0,59,"PG",0.054,217925
"02","Baseline","Traditional Clearcutting",0,60,"EN",0.258,629025
"02","Baseline","Traditional Clearcutting",0,60,"PG",0.054,217925
"02","Baseline","Traditional Clearcutting",0,61,"EN",0.262,629025
"02","Baseline","Traditional Clearcutting",0,61,"PG",0.054,217925
"02","Baseline","Traditional Clearcutting",0,62,"EN",0.258,629025
"02","Baseline","Traditional Clearcutting",0,62,"PG",0.052,217925
"02","Baseline","Traditional Clearcutting",0,63,"EN",0.265,629025
"02","Baseline","Traditional Clearcutting",0,63,"PG",0.053,217925
"02","Baseline","Traditional Clearcutting",0,64,"EN",0.263,629025
"02","Baseline","Traditional Clearcutting",0,64,"PG",0.052,217925
"02","Baseline","Traditional Clearcutting",0,65,"EN",0.259,629025
"02","Baseline","Traditional Clearcutting",0,65,"PG",0.052,217925
"02","Baseline","Traditional Clearcutting",0,66,"EN",0.256,629025
"02","Baseline","Traditional Clearcutting",0,66,"PG",0.051,217925
"02","Baseline","Traditional Clearcutting",0,67,"EN",0.252,629025
"02","Baseline","Traditional Clearcutting",0,67,"PG",0.051,217925
"02","Baseline","Traditional Clearcutting",0,68,"EN",0.266,629025
"02","Baseline","Traditional Clearcutting",0,68,"PG",0.052,217925
"02","Baseline","Traditional Clearcutting",0,69,"EN",0.262,629025
"02","Baseline","Traditional Clearcutting",0,69,"PG",0.052,217925
"02","Baseline","Traditional Clearcutting",0,70,"EN",0.265,629025
"02","Baseline","Traditional Clearcutting",0,70,"PG",0.053,217925
"02","Baseline","Traditional Clearcutting",0,71,"EN",0.272,629025
"02","Baseline","Traditional Clearcutting",0,71,"PG",0.053,217925
"02","Baseline","Traditional Clearcutting",0,72,"EN",0.275,629025
"02","Baseline","Traditional Clearcutting",0,72,"PG",0.054,217925
"02","Baseline","Traditional Clearcutting",0,73,"EN",0.286,629025
"02","Baseline","Traditional Clearcutting",0,73,"PG",0.055,217925
"02","Baseline","Traditional Clearcutting",0,74,"EN",0.284,629025
"02","Baseline","Traditional Clearcutting",0,74,"PG",0.054,217925
"02","Baseline","Traditional Clearcutting",0,75,"EN",0.296,629025
"02","Baseline","Traditional Clearcutting",0,75,"PG",0.054,217925
"02","Baseline","Traditional Clearcutting",0,76,"EN",0.295,629025
"02","Baseline","Traditional Clearcutting",0,76,"PG",0.053,217925
"02","Baseline","Traditional Clearcutting",0,77,"EN",0.292,629025
"02","Baseline","Traditional Clearcutting",0,77,"PG",0.053,217925
"02","Baseline","Traditional Clearcutting",0,78,"EN",0.296,629025
"02","Baseline","Traditional Clearcutting",0,78,"PG",0.053,217925
"02","Baseline","Traditional Clearcutting",0,79,"EN",0.297,629025
"02","Baseline","Traditional Clearcutting",0,79,"PG",0.053,217925
"02","Baseline","Traditional Clearcutting",0,80,"EN",0.294,629025
"02","Baseline","Traditional Clearcutting",0,80,"PG",0.053,217925
"02","Baseline","Traditional Clearcutting",0,81,"EN",0.296,629025
"02","Baseline","Traditional Clearcutting",0,81,"PG",0.052,217925
"02","Baseline","Traditional Clearcutting",0,82,"EN",0.292,629025
"02","Baseline","Traditional Clearcutting",0,82,"PG",0.052,217925
"02","Baseline","Traditional Clearcutting",0,83,"EN",0.291,629025
"02","Baseline","Traditional Clearcutting",0,83,"PG",0.052,217925
"02","Baseline","Traditional Clearcutting",0,84,"EN",0.29,629025
"02","Baseline","Traditional Clearcutting",0,84,"PG",0.052,217925
